date tag as YYYYMM,no need,no need,,,,,,,,,
2018/03/16  00:00,U0618002,6,https://www.dezeen.com/2018/03/13/copenhagen-islands-marshall-blecher-magnus-maarbjerg-fokstrot-floating-artificial-island-harbour/,CPH-Ø1,https://static.dezeen.com/uploads/2018/03/marshall-blecher-magnus-maarbjerg-copenhagen-floating-island_dezeen_2364_hero2-1704x959.jpg,概念創作,藝術創作,一個可以在水上自由漂流的小島，讓居民找回在發展中失去的某些生活趣味。,樂,(這個作品所提供的)服務,設計師創造另類的休憩場所，讓划艇或游泳的人都能在這裡稍事歇息，享受日光浴、釣魚，或是從事其他小型的活動。
2018/03/20  00:00,V0518013,6,http://www.yankodesign.com/2018/03/16/gamers-going-green/,D’Or gaming drone,http://www.yankodesign.com/images/design_news/2018/01/gamers-going-green/dor_layout.jpg,概念創作,文具、工具,一個會消除空污的無人機，藉由遊戲過程讓人們呼吸到更清淨的空氣。,樂,設計意圖和主張,遊戲化的設計讓玩家清理的空氣越多，得分越多；排行榜和排名功能也鼓勵更多的清潔同時讓生活更有樂趣。
2018/03/20  00:00,V0518029,6,http://www.yankodesign.com/2018/03/19/a-little-extra-space-for-just-about-anywhere/,Secondary Area,http://www.yankodesign.com/images/design_news/2018/03/clamp_series_layout.jpg,概念創作,家具,一個高於桌面的小平台，可以讓杯水不輕易被打翻。,住,結構,平台的高度可以讓人們不再擔心空間會被受限和杯水被打翻的煩惱。
2018/03/22  00:00,v0418042,0,http://www.yankodesign.com/2018/03/20/this-silent-blender-is-for-ninjas/,BL1502A,http://www.yankodesign.com/images/design_news/2018/03/auto-draft/bl1502a_blender_1.jpg,實際現有的器物,廚餐具,它是一個有雙層外殼且可自動加熱的攪拌器，他可以有效隔絕噪音並烹煮湯類。,食,結構,它雙層外殼的特色可以減少噪音，如半夜或在不能太大聲響的空間裡想喝果汁或其他需打碎、攪拌的飲品也不用擔心機器太吵雜。
2018/03/23  00:00,U0518046,6,https://www.techbang.com/posts/57394-easy-to-carry-easy-to-operate-rich-interface-action-projection-of-the-most-suitable-species-acer-c200?from=home_news,Acer C200,https://cdn0-techbang.pixfs.net/system/images/433735/original/0c49359400d8803363b3543dfef67b30.jpg?1521438330,實際現有的器物,通訊電子產品,一台微型的投影機，方便使用者攜帶。,樂,造形,產品的機體設計以及傳輸介面應用變得更加輕巧、便利，機頂的按鍵可以符合人性化設計，讓使用者能快速上手。
2018/03/23  00:00,U0518047,0,http://www.yankodesign.com/2018/03/21/this-aint-your-mamas-pressure-cooker/,ARKTIS,http://www.yankodesign.com/images/design_news/2018/03/this-aint-your-mamas-pressure-cooker/arktis_pressure_cooker_layout.jpg,概念創作,廚餐具,為小型的住宅空間而設計的壓力鍋，減少廚房空間的佔用。,食,設計意圖和主張,此產品使用無線充電技術，在沒有直接連接電源的情況下也可以進行加壓烹飪。
2018/03/23  00:00,U0618018,6,https://www.bnext.com.tw/article/48584/taiwan-ai-robotic-startup-amaryllo-won-iot-asia-2018-award,Atom AR2,http://www.amaryllo.eu/n60104/images/ar209012banner1.png,實際現有的器物,通訊電子產品,它是一個擁有人臉辨識、自動追蹤功能的智慧監控機器人，它可以即時判斷家中成員長相，並在陌生臉孔出現時，自動發送影音警報提醒。,住,(這個作品所提供的)服務,此產品所拍攝的畫面會全數上傳至雲端，可以方便監控居家安全
2018/03/23  00:00,V0518020,0,http://www.yankodesign.com/2018/03/22/everyones-digital-doorman/,Belle,http://www.yankodesign.com/images/design_news/2018/03/belle/belle_01.jpg,實際現有的器物,通訊電子產品,一個能傳送影像與對話的數位門鈴，它可以紀錄所有門前訪客影像。,住,(這個作品所提供的)服務,此產品透過Wi-Fi連接並與易用應用程序同步，當包裹送達時會通知屋主，提供即時音影像以進行監控。
2018/03/23  00:00,V0418034,6,https://www.techbang.com/posts/57415-dyson-v10?from=home_news,Dyson V10,https://cdn2-techbang.pixfs.net/system/images/433861/original/03051fd65f56363e99b31f1000a5040e.jpg?1521521428,實際現有的器物,家庭/辦公電器,一台採用了新式的數位馬達的吸塵器，達到體積更小、重量更輕、吸力更強之優點。,住,結構,此產品的馬達還內含智慧調控功能，可偵測高度、氣壓、溫度，亦考量天候情況，透過壓力感測器判斷使用者鎖在高度，並藉此調整，以便在不同氣壓下維持相同效能。
2018/03/23  00:00,V0418030,6,https://www.dezeen.com/2018/03/22/pentatonic-snarkitecture-fractured-furniture-recycled-waste/,Fractured,https://static.dezeen.com/uploads/2018/03/pentatonic-x-snarkitecture-design_dezeen_2364_col_0.jpg,實際現有的器物,家具,由回收廢物製成的組合家具，深入探索循環經濟與設計之間的聯繫。,住,設計意圖和主張,家具的材質透過再製讓原本廢棄材料被有效的利用。
2018/03/27  00:00,,,https://inhabitat.com/aeromobil-reveals-flying-taxi-that-transforms-from-car-to-electric-airplane/,AeroMobil 5.0,https://inhabitat.com/wp-content/blogs.dir/1/files/2018/03/AeroMobil-5.0-VTOL-Concept-8-carousel.jpg,概念創作,交通工具,一台結合飛行功能的汽車，可以根據道路擁擠程度，選擇駕駛模式以減少塞車時間。,行,(這個作品所提供的)服務,此產品有別於一般飛機，是利用後螺旋槳為車提供空中推力，讓其可以垂直起降。
2018/03/29  00:00,V0418038,0,http://www.yankodesign.com/2018/03/26/the-backpack-youve-been-dreaming-of/,Duffle Sport,http://www.yankodesign.com/images/design_news/2018/02/the-epic-6-in-1-backpack-makes-a-comeback/duffle_backpack_sport_07.jpg,實際現有的器物,衣著配飾,模組化的背包，讓使用者變換，合併和分離組件，以創建需要的行李容量。,衣,結構,此產品利用專屬的滑動拉鍊夾方式和模組化的設計，讓使用者可以隨著旅行的天數相對應容量的包包。
2018/03/30  00:00,U0618048,0,https://www.techbang.com/posts/57466-anti-sweat-washable-long-endurance-audio-technica-ath-sport50bt-ath-sport50bt-sports-bluetooth-headset-to-start-a-powerhouse,ATH-SPORT50BT,https://cdn2-techbang.pixfs.net/system/images/434121/original/e200905a3dc07fe07cafa34c86d959d3.jpg?1521696967,實際現有的器物,通訊電子產品,一個使用防水規格的藍芽運動耳機，能防汗水、甚至可以直接清洗，不管運動時流多少汗都無需擔心。,樂,設計意圖和主張,此產品的耳掛設計為向後勾形式，不同於多數藍牙運動耳機；這種設計讓耳機更容易配戴，整體穩定度也相當好，讓跑者不會中途因耳機的脫落被干擾。
2018/03/30  00:00,U0618025,6,https://www.mydesy.com/cano-water,CanO Water,https://mydesycdn.mydesy.com/wp-content/uploads/2018/03/CANO-Water2.jpg,實際現有的器物,廚餐具,採用可重新密封開口的易開罐，可以像水壺般放在背包裡隨身攜帶。,食,設計意圖和主張,利用鋁製材質，受光線和空氣的影響較小，可以避免有毒的化學物質滲入水中，同時也能狗重複回收使用，減少環境汙染。
2018/03/30  00:00,U0618041,0,http://www.yankodesign.com/2018/03/28/the-apple-pencils-little-brother/,Crayon,http://www.yankodesign.com/images/design_news/2018/03/the-apple-pencils-little-brother/logitech_crayon_4.jpg,實際現有的器物,文具、工具,無需經過藍芽配對即可使用的iPad手寫筆，讓使用者在不同的時間不同環境使用較為容易。,育,造形,它筆身的扁平設計可以避免滾落桌面。而筆尖部分被塑料包圍，不會讓小孩受傷，而且只有使用特殊工具才能拆卸。
2018/03/30  00:00,V0418036,6,http://www.yankodesign.com/2018/03/29/blowouts-and-beyond/,DRYON,http://www.yankodesign.com/images/design_news/2018/03/blowouts-and-beyond/dryon_hair_dryer_2.jpg,實際現有的器物,家庭/辦公電器,一個結合風筒和捲髮棒於一體的吹風機，可以一次滿足有這兩種需求的人,住,(這個作品所提供的)服務,當外出旅行時不用再分別帶吹風機跟捲髮棒
2018/03/30  00:00,V0518020,6,http://www.yankodesign.com/2018/03/27/a-folding-hacksaw-that-cuts-down-on-size/,Freescape camp saw,http://www.yankodesign.com/images/design_news/2018/03/auto-draft/gerber_freescape_saw_5.jpg,實際現有的器物,文具、工具,一把可以在保持完全組裝的情況下將鋼鋸平整地折疊起來，輕巧、好攜帶且不會丟失零件。,住,結構,產品利用4個支點有效地切割較大直徑的木材，同時使用全長刀片；折疊時，刀片受到保護，可以安全存放在露營箱中。
2018/04/01  00:00,U0618012,6,https://design-milk.com/poltrona-frau-launches-the-cove-chair-that-gives-privacy-in-public-spaces/,Cove,https://design-milk.com/images/2018/03/Poltrona-Frau-Foster-Cove-Chair-4.jpg,實際現有的器物,家具,一張半圓形的高椅背座椅，可以提供私人空間。,樂,設計意圖和主張,藉由此產品建立的私人空間可以提供舒適的工作環境讓自己做想做的事。
2018/04/05  00:00,V0518002,6,http://www.yankodesign.com/2018/04/04/a-bowl-sans-hands/,Arm Use Basin,http://www.yankodesign.com/images/design_news/2018/04/a-bowl-sans-hands/arm_use_basin_layout.jpg,實際現有的器物,廚餐具,一個有翅膀的混合碗，可以使截肢臂的人方便使用,食,造形,產品側邊延伸的翅膀的造形調整，幫助有物理限制的人可以不假他人幫助也能使用。
2018/04/05  00:00,V0518014,0,http://www.yankodesign.com/2018/04/05/eyes-in-the-back-of-your-head/,RONIN,http://www.yankodesign.com/images/design_news/2018/04/eyes-in-the-back-of-your-head/ronin_preventive_system_layout.jpg,概念創作,交通工具,一頂深度感應攝像頭技術和雷達的安全帽，可以監控周圍環境。,行,設計意圖和主張,此產品也配備AR和平視顯示系統，讓駕駛可以專注於前方道路。透過在面罩上彈出的直觀通知來保持對周圍交通、氣候的了解，提昇行車安全。
2018/04/06  00:00,U0618015,6,http://www.yankodesign.com/2018/04/03/from-zero-to-chill-in-60-seconds/,CupCooler,http://www.yankodesign.com/images/design_news/2018/04/instant_cupcooler_06.jpg,實際現有的器物,家庭、辦公電器,一個可以在60秒內把原本室溫的飲料表面冷卻到-18度的杯子冷卻器，可以使飲料從頭到尾保持一樣涼爽的溫度。,食,(這個作品所提供的)服務,飲料冰鎮且恆溫的功能使人們可以在炙熱的夏天可以享受冰涼的飲料且不用害怕時間久了飲料會退冰或變質的問題。
2018/04/06  00:00,V0518005,6,http://www.yankodesign.com/2018/04/05/light-up-your-consciences/,Dina Lamp,http://www.yankodesign.com/images/design_news/2018/04/light-up-your-consciences/dina_lamp_layout.jpg,實際現有的器物,家具,一個需要投幣才能發亮的檯燈，讓使用者意識到光源的重要性。,育,設計意圖和主張,此產品提醒使用者能源有價，同時也增加使用時的互動樂趣。
2018/04/06  00:00,U0618048,6,https://www.techbang.com/posts/57688-true-wireless-headset-add-another-jabra-launched-elite-65t-true-wireless-headset-evolve-75e-neck-hanging-wireless-headset,Elite 65t,https://cdn1-techbang.pixfs.net/system/images/435679/original/f7ff13648fb5bbaf10f33b669b421af6.jpg?1522736077,實際現有的器物,通訊電子產品,一個使用藍芽5.0規格的藍芽耳機，可以提供更高速且更遠的傳輸距離,樂,結構,此產品的收納盒兼具充電功能，可以解決藍芽耳機需要充電的問題
2018/04/06  09:27,,,http://www.yankodesign.com/2018/04/05/a-radio-for-the-open-minded/,Airo,https://d3g.taihuoniao.com/saas/20180409/5acadb0ecee67-p800.jpg,實際現有的器物,通訊電子產品,一台可以將推文轉換成語音並朗讀的收音機，在推文不被過濾的情況下，接收各種觀點，開闊自身的視野。,育,設計意圖和主張,有鑑於社交網絡和搜索引擎使用個性化算法，放大了個人的願望和偏見，增加了社會分裂和意識形態的兩極分化。透過展開產品後方的扇葉，接收推文的地理範圍會擴增。讓人可以更加了解正在發生的事情，不僅與自己有關，且圍繞廣泛的世界。
